"Year","Month","Timestamp","Day.of.Week","Hour.of.Day","Route.ID","Direction","Borough","Route.Type","Stop.Order","Timepoint.Stop.ID","Timepoint.Stop.Name","Timepoint.Stop.Latitude","Timepoint.Stop.Longitude","Next.Timepoint.Stop.ID","Next.Timepoint.Stop.Name","Next.Timepoint.Stop.Latitude","Next.Timepoint.Stop.Longitude","Road.Distance","Average.Travel.Time","Average.Road.Speed","Bus.Trip.Count","Timepoint.Stop.Georeference","Next.Timepoint.Stop.Georeference"
2023,4,"2023 Apr 01 08:00:00 AM","Tuesday",8,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,15.50313,11.75375553195,16,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 11:00:00 AM","Tuesday",11,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,15.476388,11.77406358976,12,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 10:00:00 PM","Tuesday",22,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,12.60834,14.45233869011,8,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 06:00:00 PM","Tuesday",18,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,14.179998,12.85049365303,15,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 01:00:00 PM","Tuesday",13,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,14.415276,12.64075780726,12,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 09:00:00 AM","Tuesday",9,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,16.201662,11.24699428985,10,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 10:00:00 AM","Tuesday",10,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,15.793332,11.53778062793,10,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 06:00:00 AM","Tuesday",6,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,15.469794,11.77908494894,16,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 07:00:00 PM","Tuesday",19,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,14.340006,12.70710765393,10,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 12:00:00 PM","Tuesday",12,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,16.055556,11.34934295326,12,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
